,Delhi,Mumbai,Kolkata,Bangalore,Chennai,Hyderabad,Pune,Ahmedabad,Surat,Prayagraj,Belahi,Nadampalaiyam,Lucknow,Kannankulam,Jaipur,Kottarassheri,Attadappa,Barmhan Kalan,Mirzapur,Nagpur,Ghaziabad,Supaul,Vadodara,Rajkot,Vishakhapatnam,Indore,Thane,Bhopal,Agra,Peyanvilai,Pimpri-Chinchwad,Patna,Bilaspur,Ludhiana,Madurai,Jamshedpur,Nasik,Vijayawada,Faridabad,Najafgarh,Meerut,Jabalpur,Kalyan,Vasai-Virar,Panipat,Varanasi,Kalleli,Srinagar,Aurangabad,Dhanbad,Amritsar,Aligarh,Guwahati,Howrah,Ranchi,Gwalior,Chandigarh,Jodhpur,Raipur,Kota,Bareilly,Coimbatore,Solapur,Hubli,Mysore,Trichy,Moradabad,Tiruppur,Gurgaon,Jalandhar,Bhubaneshwar,Narela,Bhayandar,Karimnagar,Patiala,Shishgarh,Trivandrum,Durgapur,Bhiwandi,Bhilwara,Saharanpur,Warangal,Shiliguri,Salem,Kochi,Gorakhpur,Guntur,Karaikandi,Haldwani,Dhulia,Bhavnagar,Noida,Bhangar,Bhilai,Mangalore,Bihta,Hasanpur,Cuttack,Salimpur,Raurkela,Tumkur,Dehradun,Kottayam,Āsansol,Bokaro Steel City,Kolhapur,Nava Raipur,Ajmer,Nanded,Amravati,Nellore,Dispur,Gulbarga,Bikaner,Agartala,Chanda,Loni,Ujjain,Jhansi,Ulhasnagar,Jammu,Tuticorin,Purnia,Belgaum,Vellore,Malegaon,Jamnagar,Bardoli,Gaya,Ambattur,Jalgaon,Chhatarpur,Kurnool,Udaipur,Wapi,Mathura,Sangli,Davangere,Calicut,Mothihari,Akola,Bettiah,Shorapur,Tinnevelly,Bellary,Bhagalpur,Manampizha,Delhi Cantonment,Etawa,Sonipat,Quilon,Mulangodi,Munro Turuttu,Karur,Jalna,Bairia,Bhatpara,Sirur,Kakinada,Panihati,Rohtak,Maler Kotla,Kolga,Korba,Sikar,Sasaram,Karnal,Brahmapur,Ahmadnagar,Shahjanpur,Āvadi,Khanapur,Cuddapah,Alamadi,Rajahmundry,Alwar,Sambalpur,Muzaffarpur,Kamarhati,Campiernagar,Bijapur,Ratnagiri,Jagdalpur,Rampur,Shimoga,Kashipur,Junagadh,Hapur,Pattikad,Trichur,Barddhaman,Panvel,Nizamabad,Parbhani,Hisar,Fatehpur,Birania,Karaikkudi,Lachhmangarh Sikar,Oulgaret,Ingraj Bazar,Bada Barabil,Bihar,Darbhanga,Idar,Sikandarabad,Āizawl,Bali,Surajgarha,Nagercoil,Dewas,Sonpur,Hugli,Chunchura,Ichalkaranji,Tirupati,Bhatinda,Satna,Mau,Barasat,Farrukhabad,Saugor,Khorabar,Ratlam,Handwara,Drug,Anantapur,Imphal,Arrah,Sivakasi,Etawah,Malkajgiri,Tuni,Amarnath,Rapar,Samastipur,Gokak,Begusarai,Nedumana,New Delhi,Tiruvottiyur,Ramnagar,Gandhidham,Salumbar,Puducherry,Kanpur,Ramgundam,Pandharpur,Masaurhi Buzurg,Alleppey,Katihar,Ahor,Ganganagar,Tinkhang,Rewa,Uluberiya,Bulandshahr,Raichur,Chauhanpatti,Cannanore,Machilipatnam,Pali,Songadh,Gadda Madiral,Hosur,Haridwar,Vizianagaram,Pathardi,Mel Palaiyam,Khatima,Petlad,Pudukkottai,Nadiad,Tanjore,Kichha,Katri,Dagarua,Sambhal,Singrauliya,Naihati,Jaynagar,Yamunanagar,Pallavaram,Khargone,Secunderabad,Monghyr,Chapra,Bhadravati,Panchkula,Burhanpur,Kapra,Nowgong,Ambala,Kharagpur,Robertsonpet,Dindigul,Raniwara Kalan,Shimla,Hospet,Maldah,Ongole,Ellore,Deoghar,Chhindwara,Mokameh,Puri,Haldia,Khandwa,Nandyal,Morena,Karjat,Kasba Pataspur,Drabar,Amroha,Rani,Chakradharpur,Bhiwani,Bhind,Khammam,Madhyamgram,Ghandinagar,Baharampur,Morbi,Rae Bareli,Orai,Mahbubnagar,Murtazabad,Bhuj,Ratanpur,Bhusaval,Bahraigh,Umreth,Ittikara,Mahesana,Alasandigutta,Raiganj,Batala,Palanpur,Sirsa,Dinapore,Tambaram,Shrirampur,Himatnagar,Guna,Nawada,Jaunpur,Mahad,Madanapalle,Wadlakonda,Bhachau,Shivpuri,Satara,Vada,Phillaur,Unnao,Sitapur,Kalamboli,Saila,Waraseoni,Mauli,Harnaut,Chittoor,Navadwip,Kotdwara,Pilibhit,Cuddalore,Gondal,Deo,Silchar,Chirala,Gadag,Tiruvannamalai,Bidar,Villupuram,Nawsari,Valsad,Medinipur,Damoh,Haripur,Neyveli,Baramula,Malkapur,Jind,Chandannagar,Ādoni,Udipi,Fyzabad,Sawai Madhopur,Tenali,Conjeeveram,Madhubani,Proddatur,Sultanpur Mazra,Godhra,Multai,Pangzawl,Prantij,Moga,Budaun,Uttarpara,Daltonganj,Jamkhed,Bharuch,Lunglei,Saharsa,Vidisha,Pathankot,Karwar,Thanesar,Kishangarh,Rudarpur,Tindwara,Nalgonda,Dibrugarh,Veraval,Betul Bazar,Balurghat,Jorhat,Krishnanagar,Barakpur,Porbandar,Shantipur,Hindupur,Beawar,Bhalswa Jahangirpur,Erode,Sibsagar,Nangloi Jat,Soro,Nuzvid,Sitarganj,Hajipur,Habra,Bara Banki,Bir,Narnaul,Chitaldrug,Etah,Abohar,Kaithal,Balasore,Koiridih,Shillong,Rewari,Hazaribagh,Bhimavaram,Mandsaur,Chas,Port Blair,Harchandpur,Kumbakonam,Aul,Kolar,Chicacole,Bankura,Mandya,Dehri,Durgauti,Mainpuri,Talaivasal,Raigarh,Haraipur,Siwan,Kalol,Hassan,Lalitpur,Paramagudi,Gondia,Dalupura,Naryai ka Puri,Palwal,Palghat,Ānand,Botad,Mukerian,Hanumangarh,Jetpur,Arcot,Kanchrapara,Hoshangabad,Khanna,Nagda,Hardoi,Guntakal,Pithampur,Patan,Basirhat,Raxaul,Halisahar,Jagadhri,Sunam,Rishra,Jharsugra,Nandgaon,Alwal,Dimapur,Sarangapuram,Bhadrakh,Dharmavaram,Ambikapur,Puruliya,Ghazipur,Bagaha,Gurdaspur,Tindivanam,Khurda,Hengken,Nokha,Jandrapeta,Yelahanka,Namakkal,Darjeeling,Sopur,Chikmagalur,Gudivada,Amreli,Phagwara,Adilabad,Baripada,Yavatmal,Titagarh,Barnala,Chittaurgarh,Narasaraopet,Chidambaram,Kovilpatti,Bijnor,Dam Dam,Vejalpur,Balangir,Shegaon,Magra,Mahasamund,Rajpura,Bagalkot,Osmanabad,Kalianpur,Shujalpur,Sahibganj,Champdani,Disa,Nandurbar,Purwa Utar,Ferozepore,Mancheral,Mirialguda,Sehore,Bangaon,Khopoli,Islamabad,Khardah,Mungeli,Tadpatri,Gharbara,Sultanpur,Shikohabad,Jalpaiguri,Shamli,Bhilai Karanja,Suriapet,Wardha,Ranibennur,Barnoi,Sitamarhi,Kishanganj,Hindaun,Semari,Gangawati,North Lakhimpur,Makrana,Sheopur,Ballia,Tadepallegudem,Bansbaria,Bundi,Amaravati,Negapatam,Buxar,Kheda,Tezpur,Seoni,Rishikesh,Kapurthala,Dhamtari,Raneswar,Brajarajnagar,Sujangarh,Bhadreswar,Chilakalurupet,Jeypore,Karanja,Kalyani,Datia,Gangtok,Suramala,Barod,Bijaynagar,Khambhaliya,Abbigeri,Kundli,Sojat,Navalyal
Delhi,0.0,11632987.143900855,7831334.894805315,9627119.692202412,4820262.065105092,8125968.77738445,6102124.37974654,3919066.291701672,4182529.2726709167,24203002.456471816,6228475.752755487,2348969.0992733734,3617957.073986042,3274756.330953518,15772638.830148114,2353822.628778003,2849428.0569706643,4998946.97315368,2577551.677495997,4064202.400851143,1410602.024313927,5321009.215837618,2037593.6083688615,2712809.026216198,4194840.11055037,2218939.7514284826,4998946.97315368,5394735.629592731,5728352.616179921,5585072.649827055,7072214.957680866,1490920.1234208434,6480680.921624686,2523896.748317427,2481906.643061403,6751724.521851137,2614849.280743867,2554887.4795843223,1217301.418534474,823290.7365076002,2414538.932475649,7838215.528450024,3546601.179342561,5145606.463128539,2361838.697233148,1731232.3823277443,4080051.213592303,1121506.090610864,2326084.118180294,3918178.2736968063,1014573.5120593946,3765644.7689861525,1677740.4755127132,3464288.083444136,5064081.755514969,3343489.30598644,657422.3880498186,1196734.9036485073,2424035.4614363723,3284884.937563074,3478497.8930903925,2100397.5217489568,6474441.569733335,6020314.622338061,4300990.781305273,2017139.0485708192,2374863.478230397,3822618.318237923,924311.6718916873,2062142.4361525534,2170860.5031798305,631120.0723818418,4416197.812828669,6023223.127794547,1742332.8104411564,2546811.502279068,2404677.67219164,4079313.1126881,3774761.6225564186,2897837.1914895796,1768575.702336386,4423578.255867036,4298205.232809025,3956726.1022043996,5191302.611504759,4515575.488161603,3374083.0500917155,2382098.067557723,2388395.499866483,4736171.503033086,4435979.420324434,151748.70158470477,3232256.6222954225,2744361.4811378783,2052209.054835502,2096964.2246839546,1876013.0224676225,2966033.4204029767,3344548.8431953983,5448041.425388664,3717774.176061374,309813.574726879,4228165.920758562,3782922.88292459,2314717.1432538563,5073527.270247112,2902038.8503701314,2482683.070172294,6038394.830397399,4849941.814113477,3444519.873443173,1821902.2360951435,6615632.382558627,3059953.084026507,6321685.519153375,6166249.919346281,207731.40715412464,3096720.0809700973,2218682.859926138,3552853.933938593,660877.058053659,4111138.9417946283,3465620.2098395517,5411577.4499538895,2198707.826697588,3441519.400413394,4051559.0208136514,3793644.021542237,1079801.4192961645,2669378.4857570296,3964605.902391322,4297468.98108304,4254054.1807632055,663022.9522636026,4033376.629478009,1936427.2923218203,4813507.851580371,3816677.856548129,1773385.630121889,3123138.4600334135,3880942.9319805624,3146286.5652264967,5176019.6716136,3416609.9746492044,3637090.111435733,3638993.5134574044,3549666.587300246,163819.60519038152,3382436.5259863427,214159.56060825483,2969960.360185113,3084760.9043861874,3084760.9043861874,2973646.018417188,3392763.007356117,1762459.712671549,3044964.9911209075,4750994.651809003,4427918.701295835,3060973.438613445,974247.0644929841,1624208.2774157126,4192241.0062115025,4184343.843107327,2449562.2362163505,1874931.1982229867,1135663.9466272455,4411141.511601636,3938587.054221546,2614498.532525747,2588773.023066929,5276562.622359049,3006007.345471399,2585712.348860956,3544821.5538637196,1255785.7239944404,3277756.6406661076,2358142.1508570826,3076282.573904845,3774429.8545822757,4726910.945927755,5790078.406943953,4883700.41787146,1898469.1582716699,3478197.083896917,1835724.3388025907,3537614.8152510044,718624.4532124246,3130639.3139483826,3130639.3139483826,3704902.3650136874,3794032.541629684,5661581.493545018,4624507.916156784,1686875.47908725,2130000.471854238,2130000.471854238,2974917.813862863,2119903.8830831824,2618355.772570869,3016645.2343116323,3935696.545843536,2008553.806221465,2758565.862834019,2114526.860777116,400822.415495235,2844432.621307458,3077445.521325516,2601795.930997219,3289527.569201453,2678733.3214001125,1618044.979481588,3018139.379506534,3018139.379506534,4426216.349223359,1243708.701854822,2093032.2811417333,4169839.7293459475,2465799.9952039737,3116470.953944175,2064573.007129765,3526998.9488453916,3034231.3955195528,2430274.36156966,1577880.374372416,2742590.745842835,2748310.729111106,908773.0570775922,2041880.6889693614,3230088.058621751,1716623.9772226969,3795457.5436065425,4476730.201831573,3571131.8545010188,3477331.6548791565,2277633.5884349253,4294122.086512,2384658.4871858293,2858980.4262572587,24047.092427340427,2453691.6778251915,2853371.07662303,3593663.3488596,1148452.7881497229,2560009.002602127,2053688.4444519249,4150956.4964814624,4481722.857021298,1815322.3144882896,3680085.2195853703,2821229.6957858563,2041015.4665835877,2410860.8973927735,1044417.9567122527,3819643.5369503554,3401609.3691168902,519910.52519755997,3778491.4072558265,2217900.142902648,2641852.5715021137,3113751.312917338,1742158.795190956,3269323.616342594,4172380.940994562,2744378.1534880796,714781.2488306784,4635589.312206641,3163778.449873906,3309873.5580022675,1916021.3017618293,2077166.3275246848,2495726.5617736853,1931746.0213928176,2499129.1473263814,1635022.9345988273,4418845.228582794,3088705.0729770795,1187535.115648714,3030033.2764623,3001771.7855914477,2702463.7876952663,764869.6612480988,2321360.550861297,3206071.514521082,3786500.0674648224,2594572.953928248,1928456.4501498095,3217849.262715834,678780.0295964706,3771914.7609216482,3781400.7456050054,2123960.166162609,1036374.6364307743,3425708.4536528885,2433239.58030561,2926022.8324670633,1982048.0741346478,1169534.263142067,3241288.225014087,3004698.1770481174,3128643.2887521763,3064396.8751025656,2518961.233406691,4092404.498208921,2137656.817129572,2640212.345421913,3714656.188620195,3249418.1735086506,2993296.5776137076,1793244.2321110494,3612943.257008847,3770747.047663845,1394434.1781841838,1108560.6896007191,3269941.809004209,2993980.6992281266,953689.1348440094,1619264.4305334222,3412977.1347193047,3068161.2226066515,1973125.881178807,3028018.3062880547,3229697.118476633,2672871.9297951283,2377237.720410306,4034629.5158435586,102517.13346456116,3818218.298092434,1846486.0579720463,3510489.9665543386,3023672.498974002,2111226.7461349354,2793500.8515709387,2013694.7883362686,3093042.054989518,2995687.636704224,1333071.4835002837,1680059.484437554,1877214.403953216,1575241.504531701,2188102.419572695,3002296.150371381,1753850.1992303822,2659446.300375644,1529426.56921262,2197833.514636532,3971080.6227414724,2067524.1636058418,3721334.716209184,3225229.8741562194,2310586.688253613,4476064.615824495,3433430.9558366886,1420152.235185646,2124637.463514015,2240211.0203168644,3499803.2253360306,1927625.049523619,3621789.6575612435,738449.5750456249,1777230.0913877527,1721401.4973089108,3220819.475823994,847881.009935825,1925041.15374539,2554697.7237753267,3014223.1442544744,1544415.3505342186,1816310.6083627548,2679123.1674825945,3782122.0300631067,2450861.1701620524,4558409.754983154,2411013.7356947297,3199493.821947029,3488811.385662564,3326649.8093077103,3352328.3992890213,1535022.5203847298,2668849.6560976002,1436267.8366108225,3434307.8840887006,807926.5997932323,2992034.690447397,3089377.816942991,2452892.9978250246,2858720.858325574,1812458.729100951,2790101.695992048,1973301.207498962,2428410.9086901173,2398631.8768678014,135413.3040882224,2024488.8062779675,3934643.196263887,2593145.4202432334,1783158.450512587,1709560.5091968086,1351458.1674746785,3044609.570754667,1983255.2579032881,3259653.2476680987,2534986.058782605,2587329.0392796122,2534114.3256840403,3147356.2253916245,1134773.2510607983,3667985.0209497055,992662.5534386355,1815145.6105491598,1515353.341295038,2743582.7457494587,3321691.8974640006,693327.6256923046,3614713.291946509,3706241.8288228023,3252727.4933539643,1477836.3865541336,3185375.121381418,2990831.612052762,3331444.344434726,3131498.598095056,2695309.260033328,1734586.8147011418,106339.20055090058,2725720.546337397,1146291.5665663062,122996.71644899249,3014194.2119350187,2811024.7341853464,1643005.5287078435,1579003.9768398092,3092401.5636691344,2595999.6138106817,3058136.5558250966,734642.1985040506,3332914.651296602,1134615.9924243726,2070508.5083130891,932793.793059883,3228176.403817179,2031735.38074634,2118036.8293694444,499745.4107883174,1680730.6159948339,3146901.337189165,1644795.3960693988,2188758.0608744854,897700.4911529234,2526796.703042088,2507750.5527071925,2773622.375166034,2196480.6691697203,4049726.1131787533,2691600.8077474423,2800960.3849194422,1616801.339962007,2065731.3898860293,1331003.1003388052,2568817.2606155807,3017869.159670175,2098936.0005685836,2098936.0005685836,1830432.497251113,2867617.6228050627,2267960.4746343843,2859299.0682969475,3322947.951083875,53290.52488572691,1473523.6010763142,316971.0484904587,2353822.628778003,1939613.5486453134,2457396.2300185524,1296535.5749930942,1792953.8540201655,3085613.762689407,1738541.4562697383,2938754.0484482874,3037863.807277239,972553.7106589862,1920554.1237960067,1787858.530346834,2692965.7162719956,2329137.193338914,1680175.2715590852,3256545.6976113357,2389955.5875931876,2939525.477450993,724403.7734602885,1200933.854706575,3012261.6327420743,2750016.286320877,2798701.387095957,3715903.710844296,1606787.881248633,4282479.342002174,2796050.5708111767,2373523.1837749267,2508568.735617268,2232026.5054542306,1953351.3355032501,2579218.2922879043,1168192.7552684557,2125300.546166894,2308415.8545529153,1219634.2256874144,1910700.8834586095,2679123.1674825945,2269578.047528722,2429273.9544934127,3275031.8652593717,1325140.6973870578,2639800.5585006746,2768722.7743384177,2795035.4251483884,1247931.7023784528,4128858.6627124003,2991374.5457004113,3763759.4246838447,2992206.9376824005,1328068.5292267879,1203390.1253582127,2663769.8185180887,2574020.2958754543,2945620.7531191614,641544.7842951161,3053585.607412626,1757013.5104023307,3349199.6951066777,3229712.743976666,2950573.7888434976,2685150.13039834,834410.2558653898,3648027.791673468,3303088.641274602,1928640.1347212307,2380377.889189474,2470330.893618865,2953975.8492179867,1455616.874829387,2486157.4524025423,2162556.8725753645,1438775.0473343898,4013463.7950941976,3042086.4661359335,2548838.768788022,3122613.92520528,3321456.0612156494,1229775.8604283184,3000791.0345666637,2879448.580412048,2265182.064876836,154858.03376287525,2423037.08403872,1056465.5660533241,3126562.065920485,459719.8668447037,2512918.845688116,3141623.838841576,3880257.79118629,3079608.729558532,962543.8172169214,2058029.678615345,2670445.567165975,1008794.5360768845,957660.4547295782,3021670.0715808407,1137442.3300894424,1431208.3606208335,1589087.7400077302,1757246.093072524,3034574.098337276,2936314.3047444005,1698760.8854879364,2612184.02436061,2602962.7735198466,1725320.5388955402,1729783.1172834998,1805728.0326475166,3528375.5947840605,481736.79922334675,1280572.724725021,2702866.853321809,2272842.161525897,2680224.0692648175,1340289.4160521685,2943588.8487183293,2554422.8983049747,3732803.8008261654,3412624.0506206746,2919382.4013450528,1603106.5427569326,3191609.877942657,1392812.1405828462,530046.5663033166,1478289.3708001552,2897811.485526924,2224813.8751881886,214159.56060825483,1343953.5421288265,3886008.037697058
Mumbai,6167157.8699616045,0.0,8462760.501016669,9066742.360755287,4259884.733657967,7565591.445937324,2549201.0314263017,3973967.9645497487,3345843.536101876,24834428.062683165,6859901.358966841,1602395.239630057,4691808.051157166,2528182.4713102025,16020215.324171053,1607248.769134687,2102854.1973273484,1443668.9593944643,3208977.28370735,3402020.4314668668,4360283.363144194,5952434.822048972,1916700.6085748782,2208380.2287144954,3634462.779103245,2273841.424276559,1443668.9593944643,5449637.302440807,8134047.494652392,4958930.923513015,3519291.609360627,2122345.729632197,6515863.917707759,4017523.18320786,1921529.3116142782,7383150.128062491,536636.800783167,1994510.1481371971,4166982.7573647406,3623617.289747568,5182451.928759657,8402217.137495013,306300.3389433981,2040921.9238395053,4361193.376876356,2362657.988539098,3333477.353948987,2360925.8949417663,821265.6186113638,4549603.87990816,2253993.316390297,6533557.7652701605,1952977.2998225074,4095713.6896554893,5695507.361726323,5294989.227112884,2215072.4606478265,1251636.5764965839,2459218.4575194456,3339786.6104111504,5733424.900801339,1353823.6621056409,4948641.67229718,5017641.222073901,3692877.512098639,1456761.7171236943,4263486.227193449,3076044.4585946067,3893566.2008343167,3301562.2404834563,2802286.109391184,3328106.900436531,886193.6523061225,5077576.964272318,3299982.8830391644,4233469.743876215,1658103.812548324,4710738.718899453,590228.8297245114,2952738.864337656,3326225.7749343943,3863200.92441991,4610840.982882284,3396348.7707572742,4444728.751861443,5147001.094372956,2813705.7186445906,2657334.8918675166,4075053.74146363,3075894.4796057087,4159469.047105828,3101430.0404149718,3863682.2285067756,2779544.4772209516,1159314.2566612926,2728389.8308953084,3764635.7714306745,3597459.0266143302,3975974.449406752,6079467.031600017,3157396.8446142487,1867463.647324887,3481592.0611152463,4414348.489135943,2946142.7494652104,2796106.5327987396,2937221.8464532048,2730259.564195233,4533576.330828469,3345123.314544548,2884142.541996048,2097139.0604049377,5089832.485122471,3234642.39514303,6596922.343463169,4661431.419777351,3101771.3306356966,3151621.753818174,3616182.116630667,312553.09353943047,1900296.8623845614,3484997.2154805884,4097045.816050905,3134156.7125055166,1638330.4952504628,1724663.4819534488,3361574.811243156,2215393.370539379,1711227.025507518,2109001.154309904,2459787.4028223916,5548836.592301071,3693676.8493160806,717924.6251116792,1870674.6448757173,4785976.704837691,2536087.1141319983,2923783.058373919,1026811.770478573,3754564.0662447666,2376124.4324116325,3777712.1714378498,4390918.978503729,2670036.1150058885,3076712.7799886074,4270419.119668758,2803092.72765693,3133074.1341330106,4633804.137204374,2687070.441023684,2223386.500541797,2338187.0447428715,2338187.0447428715,2413268.6869700626,1887944.5077871867,2393885.318882902,3676390.5973322606,2214345.247326666,3867541.3698487096,3692399.044824798,3447157.944908413,3181858.3500137203,4709802.574927619,4734446.631318761,3351360.724945639,2506356.80443434,3135018.6262704534,5042567.117812989,2433768.5546526155,4922749.404600436,2028395.6916198037,3093923.3268938595,2445630.0140242735,2025335.0174138304,2984444.222416594,3526307.5649895435,3909182.246877461,2989567.7570684366,3707708.180116198,4405855.460793629,3201283.9688654407,2758826.8271803893,4677067.89761827,3787091.907234722,2585302.2857227074,3457810.332997024,2607685.001447227,3486537.449496433,2384065.4543050667,2384065.4543050667,4336327.971225041,376548.11363826226,4331043.842283552,3119689.4165878533,4091131.482602097,3031798.960583526,3031798.960583526,2414540.482415738,3021702.371812471,2057978.4411237442,3648070.8405229854,4567122.152054889,2639979.4124328187,3389991.4690453727,2169428.5336251925,3168735.411779243,3119669.445617252,3708871.127536869,3233221.537208573,2542953.709558137,2733634.994248189,2249470.5856929417,3649564.985717887,3649564.985717887,2148795.6117749857,683331.3704076968,3650682.3537397413,5063353.889341397,3097225.6014153273,3747896.560155528,4470267.885602238,4413967.442968125,3665657.0017309063,2485176.0344177363,2817300.1787033184,2777773.7419259083,2187933.397663981,1184009.8813873865,2673306.2951807147,2669710.727174626,4122318.855695169,3235080.2121594176,3916352.8703844473,330831.01410185604,3532233.327727233,2909059.1946462793,2016701.3490636274,3016084.0933971833,2112406.566613943,3067366.669378109,1893314.3463780663,3484796.682834383,3452928.9217398884,1203354.4609977994,1999631.671155002,4058463.354590118,3205310.332959234,2955922.959585143,2446747.920699643,2933511.3599420544,3452655.3019972094,2095917.1394316643,3732556.3686882546,1319654.7810220467,4451069.1431617085,4033034.9753282433,3287823.521481568,3218114.075808701,2849325.749114001,1895278.7118587978,2553373.981470213,1797060.4680390325,1924302.730966629,3226734.777472333,2184000.822040954,2272431.3214286864,4127688.1690385696,1658959.950304976,2563299.6983589516,3590619.0910304077,2132068.0003727614,1935349.23032656,1986647.6942408942,1938751.8158792562,3321681.176195975,4982846.837627783,3720130.6791884326,3370116.18712625,3661458.882673654,3633197.391802801,3333889.39390662,2322519.7338461066,1760983.219414172,2822691.3925156286,3226122.7360176975,3225998.560139601,2559882.056361163,2324954.464541625,2236430.1021944787,2387346.4415606447,3221023.4141578805,2399196.9904724034,2594024.7090287823,4057134.059864242,1872862.2488584847,2365645.5010199384,2036949.7469827244,2727184.335740075,2680910.893566962,3636123.7832594705,2568265.9573050514,2504019.54365544,3150386.8396180444,3727740.7362955892,2769082.4233409255,3271637.951633267,4346081.794831548,2821047.918943504,2432919.246166582,3628305.5119085247,1903965.4320423808,4402172.653875199,2633853.982515086,2997183.438563771,2523367.949360893,3625406.3054394806,3499401.7248101826,3819558.7672503265,2852599.8032721793,3699586.8288180046,2028027.5540268836,3659443.9124994082,2725268.32097493,3780641.4965269603,3922531.57141873,3474252.184396433,2996557.0569461333,3212320.825655082,1901387.7308201229,2005671.4669854082,4364133.662046266,2166128.418983012,2046926.9919276228,2068596.4611843452,2532664.7235423927,3627113.2429155773,2572491.2878311863,1734961.1572856305,3717326.521596296,2206667.1107430547,1627725.0881255702,3633721.756582734,1808751.8720784588,3330291.935669142,2160852.1754239732,2829259.1208478855,939829.0429779092,1507146.8321587169,3160957.3847620585,3192127.3089249143,3092581.5955279847,1444813.036060932,333135.5910960323,2913778.670076079,4129412.373652208,4507479.628831399,259502.38493686795,1982526.7223716956,3656972.653644317,2296099.6476436327,2408655.6975991065,1161024.1658617856,3852245.082035347,2405531.0825338326,3599638.943013969,1994320.392328202,2244923.778373771,2175840.956745572,2091547.432672549,2118745.8360354695,2779448.6297989474,1890483.838714927,3032609.8575469987,1850636.404247605,1621243.1709441706,1326109.4010602722,3958075.415519064,4503433.916602146,2934653.481718278,2108472.3246504753,2675687.640941725,1929489.3845197707,3212182.603308079,3623460.29665875,2529000.485495866,1559998.1996508152,3490146.4645369276,2466462.386257449,2229724.3645449225,1412923.876051837,3059836.5149014704,1838254.5454206762,2932299.7567767235,2079390.479126044,3118264.297287492,2868382.2445530277,1838060.1233606637,2953512.4373062267,3719714.253792729,3676035.17696602,2614680.8641146417,1754834.7480991685,2039757.5848304345,2862565.863589406,3165539.931895394,3202257.898239701,2374193.0553917005,2775090.2227754956,2648182.046219448,2062722.1045720987,3202011.5828921855,4266386.139944029,2761314.5660168757,968564.4500020987,2338817.5610315083,2956424.0789808803,3884153.0995653174,1753073.2108639276,3816800.727592772,3622257.218264115,2641460.1348642316,3762924.204306409,2134931.9285862027,1789488.4875492183,2905039.7880181447,1979146.6866940805,1421528.3908761004,2923323.2696889606,3645619.8181463727,2250647.4027382215,3317603.317976422,2210429.583051163,3723827.1698804875,3817605.067670955,1553318.0562561664,3005164.0394991534,2577365.184693066,3775791.7813518466,3309928.312643992,2909630.290526119,3859602.010028533,2663160.9869576935,2393273.6536792386,3063438.560796473,2312156.2222061874,2586524.0057420395,1699697.0689174754,2820183.6670858394,826195.7331074972,3635472.5959404465,1947373.2212600675,3405047.9813773874,1636103.337722595,4213751.771619816,3323026.4139587954,2192847.1157128084,2248226.9461733606,2697156.996097383,3736697.978811277,2008439.9291684558,3649294.7658815286,2730361.6067799367,2730361.6067799367,1885334.1700991895,1974722.8246308533,3519328.0858524153,2298921.736849822,3358130.947166948,3002971.8637159937,3425023.522202758,3166520.46100633,1607248.769134687,1994515.22149339,2180885.8567999466,2535955.3793239966,3483722.8512740075,2155683.94888563,1178164.124822613,3570179.6546596405,3092765.4801253155,2530203.783256994,1975455.7966440832,4055127.138861369,2132588.38482487,2384038.8661869904,1735076.9444071618,3887971.3038226888,3021381.1938045407,3570951.083662346,2282053.8460582965,2878548.3104822845,3643687.2389534274,3381441.8925322304,1081845.4686360122,3155526.379397171,1882024.7055584271,3052725.4965382484,3427476.1770225307,1813145.8523278018,3139994.3418286215,2863452.111665584,2584776.941714604,3210643.8984992574,2407612.559599358,1564923.214719769,2939841.4607642684,1494871.0499972084,2085390.1945751328,2118745.8360354695,1709200.7160815964,1868896.6230462873,3753441.6122159497,2564560.5017179605,1746905.7603264651,2208345.4428912923,1778082.977322789,2741558.137268886,2624040.1631434704,3622800.1519117653,2258940.925114915,3623632.5438937536,2885718.601824796,1258291.7982062893,2103392.4870709633,2013642.9644283291,2319479.0268051215,2441411.7047126153,3685011.213623979,1811915.1832504072,3490534.0715361303,1724894.2444077362,3581999.3950548507,2720333.1264814134,2392060.328463398,2137211.525502448,1777288.743838447,3933415.044859424,2435279.5620375504,3101756.499830218,3585401.45542934,1510518.5476774636,1347976.078138584,2793982.478786718,2678194.8516652924,3067817.6315719686,2481709.1346888086,2603740.4416360985,3754039.531416633,290204.4814520861,2469195.664759221,3632216.6407780168,2914631.5764951212,1704804.7334297104,2922771.0300468835,3054462.6902500736,3462160.444525796,3439197.815993744,2459074.5464879116,2548101.841771189,2581246.5073944507,2492922.057020585,2186713.9313843222,2201963.621547824,2689455.2848266987,3301871.1733773286,2711665.4652070836,1012562.1275776548,2461292.740133716,1412679.1543992367,2125057.2716456633,2278578.1339196116,2388671.6992838774,2474196.7668901505,3567739.9109557536,1753662.558336013,2051806.6929134852,2042585.4420727212,2356746.145106894,1784684.7901315764,2080964.8569573108,3163711.832870729,2039386.8718213546,2519992.5290559237,2738049.849404882,2904267.767737251,3311649.675476171,2242087.904781457,3575014.4549296824,1994045.5668578492,3526171.2805729746,1907805.5510517447,3550808.007556406,3000605.7994614616,3492834.638489737,832434.8091357211,2800568.4072984196,1533191.0436482318,2207827.275956429,1664436.5437410632,2687070.441023684,1398855.214976903,1608587.3002486858
